Variavel,Beta,SE,t_stat,p_value,Sig
Gripe_CSP,0.9560850271723146,0.05412281675046438,17.665101053043607,7.78732389049024e-70,***
Feriado,-301.8982722204508,42.51671412455352,-7.100696242330347,1.2412993617551386e-12,***
Tolerancia,0.6754502316358533,72.83359204075587,0.009273883282564014,0.9926006177741749,
Ponte,463.16693306835754,65.49449290421599,7.0718454717364905,1.5288662141473701e-12,***
Pos_Feriado,1315.9906666505137,61.71294974148651,21.324384463279664,6.743494708852952e-101,***
Segunda_Comum,1350.8904034828543,67.35541367348543,20.05615183408241,1.7836503810766467e-89,***
Quarta_Comum,234.31238963804833,72.46473339078668,3.233467904648902,0.001222970770689634,**
Jan_Regresso,232.98839025259036,73.2242779727767,3.1818461950449097,0.0014633951004953095,**
Dez_FimAno,204.94803224610683,83.59864581200382,2.45157119777984,0.014223404508699574,*
